track_uid,n_frames_validos,calculated_length_cm,gt_cm,abs_error_cm,mean_elevation_deg,dataset,scenario,video_day,video_name,especie_gt,rel_error_perc
Dataset_2_2025_08_21_10-37-15_1-r_1,34.0,32.18719852903949,32.3,0.11280147096050541,14.840996956474013,Dataset_2,multiple_fish,2025_08_21,10-37-15_1-r,no_mark,0.3492305602492428
Dataset_2_2025_08_21_10-37-15_1-r_2,24.0,29.22234941747799,29.1,0.122349417477988,7.150489635175762,Dataset_2,multiple_fish,2025_08_21,10-37-15_1-r,red,0.4204447336013333
Dataset_2_2025_08_21_10-37-15_1-r_6,11.0,32.84811106077201,29.1,3.748111060772011,7.4287328134811785,Dataset_2,multiple_fish,2025_08_21,10-37-15_1-r,red,12.880106738048147
Dataset_2_2025_08_21_10-37-15_1-r_8,10.0,33.24452965250452,32.3,0.9445296525045208,-8.351477916297949,Dataset_2,multiple_fish,2025_08_21,10-37-15_1-r,no_mark,2.924240410230715
Dataset_2_2025_08_21_12-07-32_0_1,174.0,29.48210158555617,29.1,0.3821015855561676,4.989940131892409,Dataset_2,single_fish,2025_08_21,12-07-32_0,red,1.3130638678906101
Dataset_2_2025_08_21_12-08-05_1_2,23.0,28.97911579531116,29.1,0.12088420468884209,8.676668972335962,Dataset_2,single_fish,2025_08_21,12-08-05_1,red,0.4154096381059865
Dataset_2_2025_08_21_12-08-05_1_8,25.0,29.07944308233838,29.1,0.020556917661622265,-1.4811963996048076,Dataset_2,single_fish,2025_08_21,12-08-05_1,red,0.07064232873409713
Dataset_2_2025_08_21_12-09-03_0_compressed_1,11.0,17.28788312817867,29.1,11.812116871821331,-9.405450271642616,Dataset_2,single_fish,2025_08_21,12-09-03_0_compressed,red,40.59146691347536
Dataset_2_2025_08_21_12-09-03_0_compressed_3,15.0,29.28369480496747,29.1,0.1836948049674696,9.371390057043689,Dataset_2,single_fish,2025_08_21,12-09-03_0_compressed,red,0.6312536253177649
Dataset_2_2025_08_21_12-09-37_1_compressed_1,89.0,30.4360681898769,29.1,1.3360681898768973,-1.1146185916540625,Dataset_2,single_fish,2025_08_21,12-09-37_1_compressed,red,4.591299621570094
Dataset_2_2025_08_21_12-11-09_1_compressed_1,54.0,30.11282214132322,29.1,1.0128221413232197,-4.332645709280581,Dataset_2,single_fish,2025_08_21,12-11-09_1_compressed,red,3.480488458155394
Dataset_2_2025_08_21_12-12-06_0_compressed_1,72.0,31.35258640884822,29.1,2.25258640884822,-9.267441846308326,Dataset_2,single_fish,2025_08_21,12-12-06_0_compressed,red,7.740846765801443
Dataset_2_2025_08_21_12-13-38_0_compressed_9,12.0,25.92588870983813,29.1,3.1741112901618713,-2.6836791184221958,Dataset_2,single_fish,2025_08_21,12-13-38_0_compressed,red,10.907598935264161
Dataset_2_2025_08_21_12-14-12_1_compressed_1,32.0,29.43007951126036,29.1,0.33007951126035806,-3.597164297276672,Dataset_2,single_fish,2025_08_21,12-14-12_1_compressed,red,1.1342938531283782
Dataset_2_2025_08_21_13-05-55_0-r_1,20.0,28.499530008411945,29.1,0.6004699915880565,6.991803513405327,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,red,2.0634707614709846
Dataset_2_2025_08_21_13-05-55_0-r_10,42.0,33.36200263318159,29.1,4.262002633181588,5.386255215155018,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,red,14.646057158699612
Dataset_2_2025_08_21_13-05-55_0-r_15,54.0,27.61253185387138,26.6,1.01253185387138,3.481011763514372,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,black,3.8065107288397737
Dataset_2_2025_08_21_13-05-55_0-r_2,14.0,31.00422973848136,32.3,1.295770261518637,11.225046263536123,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,no_mark,4.01167263628061
Dataset_2_2025_08_21_13-05-55_0-r_20,36.0,30.840632691798408,29.1,1.7406326917984067,2.6648649862276166,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,red,5.9815556419189235
Dataset_2_2025_08_21_13-05-55_0-r_26,20.0,31.82506938908744,32.3,0.4749306109125584,-1.7690119217296167,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,no_mark,1.4703734083980136
Dataset_2_2025_08_21_13-05-55_0-r_3,14.0,27.43027752716587,26.6,0.8302775271658689,11.228645752280384,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,black,3.1213440870897324
Dataset_2_2025_08_21_13-05-55_0-r_34,24.0,31.138158859217047,32.3,1.1618411407829505,1.8523971876083032,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,no_mark,3.59703139561285
Dataset_2_2025_08_21_13-05-55_0-r_38,17.0,28.79026721000657,29.1,0.3097327899934328,-8.235594739737968,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,red,1.064373848774683
Dataset_2_2025_08_21_13-05-55_0-r_42,10.0,25.48512972931088,29.1,3.6148702706891207,-5.246114588513008,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,red,12.422234607179108
Dataset_2_2025_08_21_13-05-55_0-r_49,7.0,28.74399946382715,26.6,2.14399946382715,10.63628171118596,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,black,8.060148360252443
Dataset_2_2025_08_21_13-05-55_0-r_8,22.0,27.377865313080697,26.6,0.7778653130806958,9.79483188669501,Dataset_2,multiple_fish,2025_08_21,13-05-55_0-r,black,2.9243056882732925
Dataset_2_2025_08_21_13-22-22_0_compressed-r378-463_1,28.0,26.71398481921689,26.6,0.11398481921688841,4.26431520057828,Dataset_2,multiple_fish,2025_08_21,13-22-22_0_compressed-r378-463,black,0.4285143579582271
Dataset_2_2025_08_21_13-22-22_0_compressed-r60-297_1,40.0,33.2309460632028,32.3,0.9309460632028035,4.726174310216307,Dataset_2,multiple_fish,2025_08_21,13-22-22_0_compressed-r60-297,no_mark,2.8821859541882464
Dataset_2_2025_08_21_13-22-22_0_compressed-r60-297_9,29.0,32.173753803568275,29.1,3.073753803568273,5.353368184993538,Dataset_2,multiple_fish,2025_08_21,13-22-22_0_compressed-r60-297,red,10.562727847313653
Dataset_2_2025_08_21_13-23-54_0_compressed-r450-524_1,18.0,33.77632217245295,32.3,1.476322172452953,6.800732136470169,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r450-524,no_mark,4.570656880659298
Dataset_2_2025_08_21_13-23-54_0_compressed-r450-524_2,25.0,27.35560101448907,26.6,0.7556010144890699,-4.799787798708319,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r450-524,black,2.8406053176280825
Dataset_2_2025_08_21_13-23-54_0_compressed-r450-524_3,19.0,28.83243944952006,29.1,0.2675605504799421,3.7727559669820607,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r450-524,red,0.9194520635049556
Dataset_2_2025_08_21_13-23-54_0_compressed-r602-end_1,26.0,28.600973821607596,29.1,0.4990261783924055,-3.9862624827024744,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r602-end,red,1.7148665924137645
Dataset_2_2025_08_21_13-23-54_0_compressed-r602-end_2,22.0,25.984818149407445,26.6,0.6151818505925561,16.346062172997577,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r602-end,black,2.312713724032166
Dataset_2_2025_08_21_13-33-04_0_1,19.0,29.03886371514926,29.1,0.06113628485073974,-0.6421409347149203,Dataset_2,single_fish,2025_08_21,13-33-04_0,red,0.21009032594755925
Dataset_2_2025_08_21_13-33-04_0_3,59.0,29.68150459415011,29.1,0.5815045941501076,2.652564226426522,Dataset_2,single_fish,2025_08_21,13-33-04_0,red,1.998297574398995
Dataset_2_2025_08_21_13-33-43_1_1,92.0,29.06972063052017,29.1,0.030279369479831786,5.2690258845505165,Dataset_2,single_fish,2025_08_21,13-33-43_1,red,0.10405281608189616
Dataset_2_2025_08_21_13-34-25_0_compressed_1,25.0,28.187265909835084,29.1,0.9127340901649177,-16.29361556515703,Dataset_2,single_fish,2025_08_21,13-34-25_0_compressed,red,3.136543265171538
Dataset_2_2025_08_21_13-35-56_0_compressed_1,10.0,29.66781474948192,29.1,0.5678147494819186,-16.29182480137502,Dataset_2,single_fish,2025_08_21,13-35-56_0_compressed,red,1.9512534346457684
Dataset_2_2025_08_21_13-36-41_1_compressed_1,94.0,30.502121923168424,29.1,1.4021219231684228,12.266893674945702,Dataset_2,single_fish,2025_08_21,13-36-41_1_compressed,red,4.818288395767776
Dataset_2_2025_08_21_13-37-28_0_compressed_1,81.0,28.398518221222346,29.1,0.701481778777655,4.827261088308738,Dataset_2,single_fish,2025_08_21,13-37-28_0_compressed,red,2.4105903050778523
Dataset_2_2025_08_21_13-37-28_0_compressed_3,53.0,29.799676429101595,29.1,0.6996764291015936,-9.923796925169441,Dataset_2,single_fish,2025_08_21,13-37-28_0_compressed,red,2.4043863543010087
Dataset_2_2025_08_21_13-38-13_1_compressed_1,77.0,29.42873294269442,29.1,0.328732942694419,1.7706217924686352,Dataset_2,single_fish,2025_08_21,13-38-13_1_compressed,red,1.1296664697402714
Dataset_2_2025_08_21_13-38-54_0_compressed_1,75.0,29.575433684122537,29.1,0.4754336841225353,0.4596198928119666,Dataset_2,single_fish,2025_08_21,13-38-54_0_compressed,red,1.63379272894342
Dataset_2_2025_08_21_13-40-21_0_compressed_1,7.0,21.248788133637532,29.1,7.851211866362469,-15.69274402636647,Dataset_2,single_fish,2025_08_21,13-40-21_0_compressed,red,26.980109506400236
Dataset_2_2025_08_21_13-52-34_0_compressed_1,37.0,31.336918828088873,29.1,2.2369188280888714,-6.051458059596576,Dataset_2,single_fish,2025_08_21,13-52-34_0_compressed,red,7.687006282092342
Dataset_2_2025_08_21_13-52-34_0_compressed_2,125.0,29.280419479848298,29.1,0.18041947984829676,-22.414793136655312,Dataset_2,single_fish,2025_08_21,13-52-34_0_compressed,red,0.6199982125371022
Dataset_2_2025_08_21_13-54-05_0_compressed_1,192.0,28.819149894972725,29.1,0.2808501050272767,-22.54182821209727,Dataset_2,single_fish,2025_08_21,13-54-05_0_compressed,red,0.965120635832566
Dataset_2_2025_08_21_13-55-37_0_compressed_1,50.0,28.73878507740393,29.1,0.3612149225960728,-20.727699127378028,Dataset_2,single_fish,2025_08_21,13-55-37_0_compressed,red,1.2412883938009374
Dataset_2_2025_08_21_13-57-08_0_compressed_1,66.0,28.648577047268887,29.1,0.45142295273111444,-20.780907313275716,Dataset_2,single_fish,2025_08_21,13-57-08_0_compressed,red,1.5512816245055479
Dataset_2_2025_08_21_13-58-40_0_compressed_1,81.0,30.969449241780456,29.1,1.8694492417804547,-6.584365363307989,Dataset_2,single_fish,2025_08_21,13-58-40_0_compressed,red,6.424224198558264
